ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
BGD,471650,Treatment of diarrhea: ORT or increased fluids,81,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_ORI,94096060,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORI,,1999-00,DHS,393,393,,,
BGD,659551,"Treatment of diarrhea: No ORS, RHF or increased fluids",19.6,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_NON,94096070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNON,,1999-00,DHS,318,313,,,
BGD,471655,"Treatment of diarrhea: No ORS, RHF or increased fluids",19,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_NON,94096070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNON,,1999-00,DHS,393,393,,,
BGD,659550,Treatment of diarrhea: Intravenous solution,0.7,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_IVS,94096110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCIVS,,1999-00,DHS,318,313,,,
BGD,471652,Treatment of diarrhea: Intravenous solution,0.7,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_IVS,94096110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCIVS,,1999-00,DHS,393,393,,,
BGD,659552,Treatment of diarrhea: Home remedy - other,51.6,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_HOM,94096130,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCHOM,,1999-00,DHS,318,313,,,
BGD,471653,Treatment of diarrhea: Home remedy - other,51.5,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_HOM,94096130,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCHOM,,1999-00,DHS,393,393,,,
BGD,659558,Treatment of diarrhea: No treatment,5.9,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_NOT,94096140,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNOT,,1999-00,DHS,318,313,,,
BGD,471656,Treatment of diarrhea: No treatment,5.4,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_NOT,94096140,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNOT,,1999-00,DHS,393,393,,,
BGD,659559,Treatment of diarrhea: don't know or missing,5.7,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_DKM,94096150,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCDKM,,1999-00,DHS,318,313,,,
BGD,471657,Treatment of diarrhea: don't know or missing,5.7,1,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_DKM,94096150,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCDKM,,1999-00,DHS,393,393,,,
BGD,660649,Number of children born in the last five (or three) years,318,0,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_NUM,94096160,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNUM,,1999-00,DHS,,313,,,
BGD,476531,Number of children born in the last five (or three) years,393,0,BD,Bangladesh,2000,BD2000DHS,CH_DIAT_C_NUM,94096160,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNUM,,1999-00,DHS,,393,,,
