date,new_cases,total_cases,deaths,dhaka_cases,recovery,source,exchange_rate,gdp_growth,gdp_per_capita,inflation,remittances,trade_balance,unemployment,total_population,dhaka_population_estimated,urban_population_pct,population_density_per_km2,population_growth_rate,temperature,humidity,rainfall,sunshine_hours,nightlight_radiance
2022-01-26,12.0,252.0,0.0,7.0,11.0,DGHS_estimated,92.74299073132535,7.00909477536304,2705.1524901651837,7.846717979030838,21550864700.65936,33.58839221166159,4.583479452054794,165310515.8842661,39674523.81222386,39.533602150537625,1113.5020603816927,1.0,20.5,81.0,0.0,2.3,26.153225806451612
2022-01-27,8.0,260.0,0.0,3.0,7.0,DGHS_estimated,92.78289218299051,7.005465415347498,2704.699152659619,7.852708523321311,21552680337.435684,33.58072920930511,4.583098630136986,165314936.51963675,39675584.76471282,39.53494623655913,1113.5318369906827,1.0,19.0,58.0,4.0,5.1,26.169354838709676
2022-01-28,11.0,271.0,0.0,4.0,10.0,DGHS_estimated,92.82279363465568,7.001836055331956,2704.245815154054,7.858699067611786,21554495974.212013,33.57306620694864,4.582717808219178,165319357.1550074,39676645.71720177,39.53629032258063,1113.5616135996725,1.0,17.3,56.0,0.0,5.7,26.18548387096774
2022-01-29,5.0,276.0,0.0,2.0,4.0,DGHS_estimated,92.86269508632085,6.998206695316415,2703.792477648489,7.864689611902261,21556311610.98834,33.56540320459216,4.58233698630137,165323777.79037803,39677706.66969073,39.537634408602145,1113.5913902086625,1.0,16.8,65.0,0.0,5.6,26.201612903225808
2022-01-30,8.0,284.0,0.0,4.0,7.0,DGHS_estimated,92.90259653798603,6.994577335300873,2703.339140142924,7.870680156192734,21558127247.764664,33.557740202235685,4.581956164383562,165328198.42574868,39678767.62217968,39.53897849462365,1113.6211668176525,1.0,16.8,71.0,0.0,6.6,26.217741935483872
2022-01-31,5.0,289.0,0.0,2.0,4.0,DGHS_estimated,92.94249798965119,6.990947975285332,2702.8858026373587,7.876670700483209,21559942884.54099,33.550077199879205,4.5815753424657535,165332619.06111932,39679828.57466864,39.54032258064515,1113.6509434266422,1.0,18.1,68.0,0.0,3.3,26.233870967741936
2022-02-01,5.0,294.0,0.0,2.0,4.0,DGHS_estimated,92.98239944131636,6.98731861526979,2702.432465131794,7.882661244773683,21561758521.317318,33.54241419752273,4.581194520547945,165337039.69648996,39680889.52715759,39.54166666666666,1113.6807200356322,1.0,20.1,72.0,0.0,5.2,26.25
2022-02-02,12.0,306.0,0.0,5.0,11.0,DGHS_estimated,93.02230089298153,6.983689255254248,2701.9791276262285,7.888651789064157,21563574158.093643,33.53475119516625,4.580813698630137,165341938.03135216,39682065.12752452,39.54315476190475,1113.7137143429352,1.0,21.2,63.0,0.0,7.1,26.3925
2022-02-03,12.0,318.0,0.0,5.0,11.0,DGHS_estimated,93.0622023446467,6.980059895238707,2701.5257901206637,7.894642333354632,21565389794.86997,33.52708819280978,4.580432876712329,165346836.36621433,39683240.727891445,39.54464285714285,1113.7467086502381,1.0,22.0,77.0,0.0,1.9,26.535
2022-02-04,11.0,329.0,0.0,4.0,10.0,DGHS_estimated,93.10210379631187,6.976430535223165,2701.0724526150984,7.900632877645106,21567205431.646297,33.519425190453305,4.58005205479452,165351734.70107654,39684416.32825837,39.54613095238094,1113.779702957541,1.0,18.6,87.0,0.0,0.6,26.6775
2022-02-05,8.0,337.0,0.0,4.0,7.0,DGHS_estimated,93.14200524797704,6.972801175207623,2700.6191151095336,7.90662342193558,21569021068.422623,33.511762188096824,4.579671232876712,165356633.03593874,39685591.92862529,39.54761904761904,1113.812697264844,1.0,18.4,73.0,16.0,7.2,26.82
2022-02-06,12.0,349.0,0.0,5.0,11.0,DGHS_estimated,93.18190669964221,6.969171815192082,2700.1657776039683,7.912613966226055,21570836705.198948,33.50409918574035,4.579290410958904,165361531.37080094,39686767.52899222,39.54910714285714,1113.845691572147,1.0,17.4,72.0,0.0,7.2,26.9625
2022-02-07,8.0,357.0,0.0,3.0,7.0,DGHS_estimated,93.22180815130737,6.96554245517654,2699.7124400984035,7.918604510516529,21572652341.975273,33.49643618338387,4.578909589041096,165366429.70566314,39687943.12935915,39.550595238095234,1113.87868587945,1.0,17.7,71.0,0.0,7.9,27.105
2022-02-08,7.0,364.0,0.0,3.0,6.0,DGHS_estimated,93.26170960297254,6.961913095160998,2699.2591025928386,7.924595054807003,21574467978.751602,33.4887731810274,4.578528767123288,165371328.04052532,39689118.729726076,39.55208333333333,1113.9116801867528,1.0,18.6,68.0,0.0,7.0,27.2475
2022-02-09,10.0,374.0,0.0,5.0,9.0,DGHS_estimated,93.30161105463772,6.958283735145457,2698.8057650872734,7.930585599097477,21576283615.527927,33.48111017867092,4.57814794520548,165376226.37538752,39690294.330093004,39.55357142857142,1113.9446744940558,1.0,20.3,67.0,0.0,6.2,27.39
2022-02-10,9.0,383.0,0.0,4.0,8.0,DGHS_estimated,93.34151250630289,6.954654375129915,2698.3524275817085,7.936576143387952,21578099252.304253,33.473447176314444,4.577767123287671,165381124.71024972,39691469.93045993,39.55505952380952,1113.9776688013587,1.0,18.6,80.0,0.0,0.0,27.5325
2022-02-11,14.0,397.0,0.0,7.0,13.0,DGHS_estimated,93.38141395796805,6.951025015114373,2697.8990900761432,7.942566687678426,21579914889.080578,33.465784173957964,4.577386301369863,165386023.0451119,39692645.53082686,39.55654761904761,1114.0106631086617,1.0,20.3,72.0,0.0,2.4,27.675
2022-02-12,13.0,410.0,0.0,6.0,12.0,DGHS_estimated,93.42131540963322,6.947395655098832,2697.4457525705784,7.9485572319689,21581730525.856907,33.45812117160149,4.577005479452055,165390921.3799741,39693821.13119378,39.55803571428571,1114.0436574159646,1.0,19.9,52.0,0.0,8.5,27.8175
2022-02-13,14.0,424.0,0.0,8.0,13.0,DGHS_estimated,93.4612168612984,6.94376629508329,2696.992415065013,7.954547776259375,21583546162.633232,33.45045816924502,4.576624657534246,165395819.7148363,39694996.73156071,39.5595238095238,1114.0766517232676,1.0,20.8,54.0,0.0,8.2,27.96
2022-02-14,10.0,434.0,0.0,5.0,9.0,DGHS_estimated,93.50111831296357,6.940136935067748,2696.5390775594483,7.9605383205498494,21585361799.409557,33.44279516688854,4.576243835616438,165400718.0496985,39696172.331927635,39.5610119047619,1114.1096460305705,1.0,21.3,53.0,0.0,9.0,28.1025
2022-02-15,9.0,443.0,0.0,4.0,8.0,DGHS_estimated,93.54101976462873,6.936507575052207,2696.085740053883,7.966528864840323,21587177436.185886,33.435132164532064,4.57586301369863,165405616.3845607,39697347.93229456,39.5625,1114.1426403378734,1.0,21.4,52.0,0.0,8.5,28.244999999999997
2022-02-16,11.0,454.0,0.0,6.0,10.0,DGHS_estimated,93.5809212162939,6.9328782150366655,2695.632402548318,7.972519409130798,21588993072.96221,33.42746916217558,4.5754821917808215,165410514.71942288,39698523.53266149,39.563988095238095,1114.1756346451764,1.0,21.9,46.0,0.0,8.3,28.3875
2022-02-17,13.0,467.0,0.0,7.0,12.0,DGHS_estimated,93.62082266795908,6.9292488550211235,2695.179065042753,7.978509953421272,21590808709.738537,33.41980615981911,4.575101369863014,165415413.05428508,39699699.13302842,39.56547619047619,1114.2086289524793,1.0,21.6,54.0,0.0,8.1,28.529999999999998
2022-02-18,8.0,475.0,0.0,3.0,7.0,DGHS_estimated,93.66072411962425,6.9256194950055825,2694.725727537188,7.984500497711746,21592624346.514862,33.41214315746263,4.574720547945206,165420311.38914728,39700874.733395346,39.566964285714285,1114.2416232597823,1.0,21.9,45.0,0.0,7.6,28.6725
2022-02-19,8.0,483.0,0.0,4.0,7.0,DGHS_estimated,93.70062557128941,6.921990134990041,2694.2723900316228,7.990491042002221,21594439983.29119,33.40448015510616,4.5743397260273975,165425209.72400945,39702050.333762266,39.56845238095238,1114.2746175670852,1.0,21.2,47.0,0.0,8.7,28.814999999999998
2022-02-20,8.0,491.0,0.0,3.0,7.0,DGHS_estimated,93.74052702295458,6.9183607749744995,2693.819052526058,7.996481586292695,21596255620.067516,33.396817152749676,4.573958904109589,165430108.05887166,39703225.93412919,39.569940476190474,1114.3076118743882,1.0,20.8,63.0,0.0,4.2,28.9575
2022-02-21,11.0,502.0,0.0,6.0,10.0,DGHS_estimated,93.78042847461975,6.914731414958958,2693.365715020493,8.002472130583168,21598071256.84384,33.3891541503932,4.573578082191781,165435006.39373386,39704401.53449612,39.57142857142857,1114.340606181691,1.0,21.4,59.0,4.0,6.4,29.099999999999998
2022-02-22,6.0,508.0,0.0,2.0,5.0,DGHS_estimated,93.82032992628493,6.911102054943416,2692.912377514928,8.008462674873643,21599886893.62017,33.38149114803672,4.5731972602739726,165439904.72859606,39705577.13486305,39.572916666666664,1114.373600488994,1.0,22.5,60.0,0.0,7.0,29.2425
2022-02-23,10.0,518.0,0.0,4.0,9.0,DGHS_estimated,93.86023137795009,6.907472694927875,2692.459040009363,8.014453219164118,21601702530.396496,33.37382814568025,4.572816438356164,165444803.06345826,39706752.73522998,39.57440476190476,1114.406594796297,1.0,22.6,68.0,0.0,5.0,29.384999999999998
2022-02-24,9.0,527.0,0.0,5.0,8.0,DGHS_estimated,93.90013282961526,6.903843334912333,2692.0057025037977,8.020443763454592,21603518167.17282,33.36616514332378,4.572435616438356,165449701.39832044,39707928.335596904,39.575892857142854,1114.4395891036,1.0,24.7,57.0,0.0,6.0,29.5275
2022-02-25,11.0,538.0,0.0,5.0,10.0,DGHS_estimated,93.94003428128043,6.900213974896791,2691.552364998233,8.026434307745067,21605333803.949146,33.358502140967296,4.572054794520548,165454599.73318264,39709103.93596383,39.577380952380956,1114.4725834109029,1.0,24.7,57.0,0.0,7.8,29.669999999999998
2022-02-26,6.0,544.0,0.0,2.0,5.0,DGHS_estimated,93.9799357329456,6.89658461488125,2691.0990274926676,8.032424852035541,21607149440.725475,33.35083913861082,4.571673972602739,165459498.06804484,39710279.53633075,39.57886904761905,1114.5055777182058,1.0,25.0,61.0,0.0,7.2,29.8125
2022-02-27,7.0,551.0,0.0,3.0,6.0,DGHS_estimated,94.01983718461076,6.892955254865708,2690.6456899871027,8.038415396326014,21608965077.5018,33.34317613625434,4.571293150684931,165464396.402907,39711455.13669768,39.580357142857146,1114.5385720255088,1.0,24.7,62.0,0.0,3.6,29.955
2022-02-28,13.0,564.0,0.0,6.0,12.0,DGHS_estimated,94.05973863627594,6.889325894850166,2690.1923524815375,8.044405940616489,21610780714.278126,33.33551313389787,4.570912328767124,165469294.73776922,39712630.73706461,39.58184523809524,1114.5715663328117,1.0,25.4,64.0,0.0,6.3,30.097499999999997
2022-03-01,5.0,569.0,0.0,2.0,4.0,DGHS_estimated,94.09964008794111,6.885696534834625,2689.7390149759726,8.050396484906964,21612596351.05445,33.32785013154139,4.570531506849315,165474193.07263142,39713806.337431535,39.583333333333336,1114.6045606401146,1.0,25.3,50.0,0.0,8.1,30.24
2022-03-02,6.0,575.0,0.0,2.0,5.0,DGHS_estimated,94.13954153960628,6.882067174819083,2689.2856774704073,8.056387029197438,21614411987.83078,33.320187129184916,4.570150684931507,165478621.0452151,39714869.05085162,39.58467741935484,1114.634386671259,1.0,25.4,48.0,0.0,8.8,30.227096774193548
2022-03-03,12.0,587.0,0.0,6.0,11.0,DGHS_estimated,94.17944299127144,6.878437814803541,2688.8323399648425,8.062377573487913,21616227624.607105,33.312524126828436,4.569769863013699,165483049.0177988,39715931.76427171,39.586021505376344,1114.6642127024033,1.0,25.0,50.0,0.0,8.3,30.214193548387094
2022-03-04,9.0,596.0,0.0,4.0,8.0,DGHS_estimated,94.21934444293662,6.874808454788,2688.379002459277,8.068368117778386,21618043261.38343,33.30486112447196,4.56938904109589,165487476.9903825,39716994.47769179,39.58736559139785,1114.6940387335478,1.0,24.8,50.0,0.0,8.3,30.201290322580643
2022-03-05,7.0,603.0,0.0,3.0,6.0,DGHS_estimated,94.25924589460179,6.871179094772458,2687.9256649537124,8.07435866206886,21619858898.15976,33.29719812211548,4.569008219178082,165491904.96296617,39718057.19111188,39.58870967741936,1114.723864764692,1.0,25.9,48.0,0.0,7.7,30.188387096774193
2022-03-06,6.0,609.0,0.0,3.0,5.0,DGHS_estimated,94.29914734626696,6.867549734756916,2687.4723274481476,8.080349206359335,21621674534.936085,33.28953511975901,4.568627397260274,165496332.93554989,39719119.90453196,39.590053763440864,1114.7536907958365,1.0,26.5,45.0,0.0,8.2,30.175483870967742
2022-03-07,8.0,617.0,0.0,3.0,7.0,DGHS_estimated,94.33904879793212,6.863920374741375,2687.0189899425823,8.08633975064981,21623490171.71241,33.281872117402536,4.5682465753424655,165500760.90813357,39720182.61795205,39.59139784946237,1114.7835168269808,1.0,27.5,50.0,0.0,8.9,30.162580645161288
2022-03-08,13.0,630.0,0.0,7.0,12.0,DGHS_estimated,94.3789502495973,6.860291014725833,2686.5656524370174,8.092330294940284,21625305808.488735,33.274209115046055,4.567865753424657,165505188.88071725,39721245.331372134,39.59274193548387,1114.8133428581252,1.0,28.1,55.0,0.0,9.0,30.149677419354838
2022-03-09,5.0,635.0,0.0,2.0,4.0,DGHS_estimated,94.41885170126247,6.856661654710292,2686.112314931452,8.098320839230759,21627121445.265064,33.26654611268958,4.567484931506849,165509616.85330096,39722308.04479222,39.594086021505376,1114.8431688892695,1.0,28.2,48.0,0.0,8.6,30.136774193548387
2022-03-10,13.0,648.0,0.0,6.0,12.0,DGHS_estimated,94.45875315292764,6.85303229469475,2685.6589774258873,8.104311383521232,21628937082.04139,33.2588831103331,4.5671041095890414,165514044.82588464,39723370.758212306,39.59543010752688,1114.872994920414,1.0,27.7,45.0,0.0,9.1,30.123870967741933
2022-03-11,10.0,658.0,0.0,5.0,9.0,DGHS_estimated,94.4986546045928,6.849402934679208,2685.205639920322,8.110301927811706,21630752718.817715,33.25122010797663,4.566723287671233,165518472.79846832,39724433.47163239,39.59677419354839,1114.9028209515582,1.0,27.4,44.0,0.0,9.2,30.110967741935482
2022-03-12,6.0,664.0,0.0,2.0,5.0,DGHS_estimated,94.53855605625797,6.845773574663667,2684.752302414757,8.116292472102181,21632568355.594044,33.24355710562015,4.566342465753425,165522900.77105203,39725496.18505248,39.598118279569896,1114.9326469827026,1.0,27.9,44.0,0.0,8.6,30.098064516129032
2022-03-13,7.0,671.0,0.0,3.0,6.0,DGHS_estimated,94.57845750792315,6.842144214648125,2684.298964909192,8.122283016392656,21634383992.37037,33.235894103263675,4.5659616438356165,165527328.7436357,39726558.89847256,39.5994623655914,1114.9624730138469,1.0,28.0,44.0,0.0,9.2,30.08516129032258
2022-03-14,9.0,680.0,0.0,4.0,8.0,DGHS_estimated,94.6183589595883,6.838514854632583,2683.845627403627,8.12827356068313,21636199629.146694,33.228231100907195,4.565580821917808,165531756.7162194,39727621.61189265,39.600806451612904,1114.9922990449913,1.0,28.9,53.0,0.0,8.8,30.072258064516127
2022-03-15,11.0,691.0,0.0,6.0,10.0,DGHS_estimated,94.65826041125348,6.834885494617042,2683.392289898062,8.134264104973603,21638015265.92302,33.22056809855072,4.5652,165536184.6888031,39728684.32531273,39.60215053763441,1115.0221250761356,1.0,28.8,49.0,0.0,8.1,30.059354838709677
2022-03-16,13.0,704.0,0.0,7.0,12.0,DGHS_estimated,94.69816186291865,6.8312561346015,2682.938952392497,8.140254649264078,21639830902.69935,33.21290509619424,4.564819178082192,165540612.6613868,39729747.03873282,39.60349462365591,1115.05195110728,1.0,29.8,46.0,0.0,8.6,30.046451612903226
2022-03-17,9.0,713.0,0.0,3.0,8.0,DGHS_estimated,94.73806331458383,6.8276267745859585,2682.4856148869317,8.146245193554552,21641646539.475674,33.20524209383777,4.564438356164383,165545040.63397047,39730809.75215291,39.60483870967742,1115.0817771384243,1.0,29.3,48.0,0.0,8.5,30.033548387096772
2022-03-18,12.0,725.0,0.0,6.0,11.0,DGHS_estimated,94.77796476624899,6.823997414570417,2682.032277381367,8.152235737845027,21643462176.252,33.197579091481295,4.564057534246575,165549468.60655415,39731872.465573,39.60618279569893,1115.1116031695688,1.0,29.4,49.0,0.0,8.7,30.02064516129032
2022-03-19,6.0,731.0,0.0,2.0,5.0,DGHS_estimated,94.81786621791416,6.8203680545548755,2681.578939875802,8.158226282135502,21645277813.028328,33.189916089124814,4.563676712328767,165553896.57913786,39732935.17899308,39.60752688172043,1115.141429200713,1.0,29.7,43.0,0.0,8.8,30.00774193548387
2022-03-20,5.0,736.0,0.0,2.0,4.0,DGHS_estimated,94.85776766957933,6.816738694539334,2681.1256023702367,8.164216826425974,21647093449.804653,33.18225308676834,4.563295890410958,165558324.55172154,39733997.89241317,39.608870967741936,1115.1712552318575,1.0,29.5,48.0,0.0,8.7,29.994838709677417
2022-03-21,8.0,744.0,0.0,4.0,7.0,DGHS_estimated,94.8976691212445,6.8131093345237925,2680.672264864672,8.170207370716449,21648909086.58098,33.17459008441186,4.562915068493151,165562752.52430522,39735060.605833255,39.61021505376344,1115.2010812630017,1.0,28.8,60.0,0.0,7.6,29.981935483870966
2022-03-22,8.0,752.0,0.0,3.0,7.0,DGHS_estimated,94.93757057290966,6.809479974508251,2680.2189273591066,8.176197915006924,21650724723.357304,33.16692708205539,4.562534246575343,165567180.49688894,39736123.31925334,39.611559139784944,1115.2309072941462,1.0,29.0,66.0,0.0,6.9,29.969032258064516
2022-03-23,13.0,765.0,0.0,6.0,12.0,DGHS_estimated,94.97747202457484,6.805850614492709,2679.7655898535418,8.182188459297398,21652540360.133633,33.15926407969891,4.562153424657534,165571608.46947262,39737186.032673426,39.612903225806456,1115.2607333252904,1.0,30.7,59.0,0.0,8.4,29.956129032258065
2022-03-24,6.0,771.0,0.0,2.0,5.0,DGHS_estimated,95.01737347624001,6.802221254477168,2679.3122523479765,8.188179003587873,21654355996.909958,33.151601077342434,4.561772602739726,165576036.4420563,39738248.74609351,39.61424731182796,1115.2905593564349,1.0,28.9,70.0,0.0,7.5,29.94322580645161
2022-03-25,8.0,779.0,0.0,4.0,7.0,DGHS_estimated,95.05727492790518,6.798591894461626,2678.8589148424117,8.194169547878348,21656171633.686283,33.143938074985954,4.561391780821918,165580464.41464,39739311.4595136,39.615591397849464,1115.320385387579,1.0,28.9,73.0,0.0,3.3,29.93032258064516
2022-03-26,12.0,791.0,0.0,4.0,11.0,DGHS_estimated,95.09717637957034,6.794962534446084,2678.4055773368464,8.20016009216882,21657987270.46261,33.13627507262948,4.5610109589041095,165584892.3872237,39740374.17293368,39.61693548387097,1115.3502114187236,1.0,29.2,74.0,0.0,3.1,29.91741935483871
2022-03-27,13.0,804.0,0.0,7.0,12.0,DGHS_estimated,95.13707783123552,6.791333174430543,2677.9522398312815,8.206150636459295,21659802907.238937,33.128612070273,4.560630136986301,165589320.35980737,39741436.88635377,39.61827956989247,1115.3800374498678,1.0,28.5,77.0,0.0,4.6,29.904516129032256
2022-03-28,7.0,811.0,0.0,3.0,6.0,DGHS_estimated,95.17697928290069,6.787703814415001,2677.4989023257162,8.21214118074977,21661618544.015263,33.12094906791653,4.560249315068493,165593748.33239108,39742499.599773854,39.619623655913976,1115.4098634810123,1.0,28.5,72.0,9.0,7.0,29.891612903225806
2022-03-29,14.0,825.0,0.0,6.0,13.0,DGHS_estimated,95.21688073456586,6.784074454399459,2677.0455648201514,8.218131725040244,21663434180.791588,33.113286065560054,4.5598684931506845,165598176.30497476,39743562.31319394,39.62096774193549,1115.4396895121565,1.0,27.9,76.0,0.0,3.6,29.878709677419355
2022-03-30,11.0,836.0,0.0,5.0,10.0,DGHS_estimated,95.25678218623102,6.780445094383918,2676.592227314586,8.224122269330719,21665249817.567917,33.10562306320357,4.559487671232876,165602604.27755845,39744625.026614025,39.62231182795699,1115.469515543301,1.0,28.7,75.0,5.0,7.1,29.865806451612904
